ABHD12,,,,,,
    ADTRP,,,,,,
AGGF1,,,,,,
ANKLE2,,,,,,
ANKRD49,,,,,,
ARF6,,,,,,
ARHGEF3,,,,,,
ARPP21,,,,,,
ASH1L,,,,,,
ATF3,,,,,,
ATP5H,,,,,,
BASP1,,,,,,
BBOX1,,,,,,
BIRC5,,,,,,
BRD8,,,,,,
C11orf54,,,,,,
C11orf68,,,,,,
C19orf53,,,,,,
C3orf55,,,,,,
CCDC88A,,,,,,
CCDC88C,,,,,,
CDC42,,,,,,
CDC42BPA,,,,,,
CDC42BPB,,,,,,
CDC42BPG,,,,,,
CDCA7,,,,,,
CDK16,,,,,,
CDK17,,,,,,
    CEL,,,,,,
    CENPI,,,,,,
CHCHD5,,,,,,
CHEK1,,,,,,
COA4,,,,,,
COX16,,,,,,
COX18,,,,,,
COX5A,,,,,,
COX6A1,,,,,,
COX6A1P2,,,,,,
COX6A2,,,,,,
CPA1,,,,,,
CPA2,,,,,,
CPA4,,,,,,
CSNK1G2,,,,,,
CSNK1G3,,,,,,
CYP7A1,,,,,,
CYP7B1,,,,,,
CYP8B1,,,,,,
DBF4,,,,,,
DCLRE1C,,,,,,
DCP1B,,,,,,
DHRS3,,,,,,
DLX1,,,,,,
    DNTT,,,,,,
DOCK2,,,,,,
DOCK3,,,,,,
DOCK5,,,,,,
DPP4,,,,,,
DUSP14,,,,,,
DUSP26,,,,,,
    EBPL,,,,,,
    ELN,,,,,,
EPHX1,,,,,,
EXOC8,,,,,,
    EZR,,,,,,
FAM207A,,,,,,
FAM72A,,,,,,
FAM72B,,,,,,
FAM72D,,,,,,
    FAP,,,,,,
FAXDC2,,,,,,
FBXO21,,,,,,
FHDC1,,,,,,
FITM2,,,,,,
    FLCN,,,,,,
FMNL1,,,,,,
FMNL3,,,,,,
FOXA3,,,,,,
FOXI1,,,,,,
FOXJ1,,,,,,
FOXJ3,,,,,,
FOXK1,,,,,,
FOXK2,,,,,,
FRG1,,,,,,
    GCLM,,,,,,
GIN1,,,,,,
GOLPH3,,,,,,
HMGA2,,,,,,
HSD11B2,,,,,,
HSD17B7,,,,,,
    IBTK,,,,,,
ING1,,,,,,
ING2,,,,,,
ING3,,,,,,
INPP5F,,,,,,
INSIG1,,,,,,
IPO13,,,,,,
    ISX,,,,,,
    ITCH,,,,,,
KAT6A,,,,,,
KAT6B,,,,,,
KCNK10,,,,,,
KCNK6,,,,,,
    KHK,,,,,,
KLF15,,,,,,
KMT2E,,,,,,
KNOP1,,,,,,
KRTAP10-10,,,,,,
KRTAP10-11,,,,,,
LENG9,,,,,,
LIMK1,,,,,,
LIMK2,,,,,,
LMX1A,,,,,,
LYSMD1,,,,,,
MARCH5,,,,,,
MED15,,,,,,
MED4,,,,,,
MEF2C,,,,,,
MKL1,,,,,,
MKL2,,,,,,
MKLN1,,,,,,
    MLX,,,,,,
    MRGBP,,,,,,
    MSN,,,,,,
    MYC,,,,,,
MYL12A,,,,,,
MYL12B,,,,,,
MYL9,,,,,,
MYT1,,,,,,
MYT1L,,,,,,
    NALCN,,,,,,
NCOA6,,,,,,
NDEL1,,,,,,
NDUFA4,,,,,,
NEDD4,,,,,,
NEDD4L,,,,,,
NET1,,,,,,
NF1,,,,,,
NIPAL2,,,,,,
NMRK2,,,,,,
NUP37,,,,,,
NUPL1,,,,,,
OSGIN1,,,,,,
OSGIN2,,,,,,
OTX1,,,,,,
    PAPPA,,,,,,
PAPPA2,,,,,,
    PASK,,,,,,
PBRM1,,,,,,
PET117,,,,,,
PHF2,,,,,,
PHF20L1,,,,,,
PHF8,,,,,,
PI4K2A,,,,,,
PI4K2B,,,,,,
    PIGH,,,,,,
PLB1,,,,,,
PMF1-BGLAP,,,,,,
POLE4,,,,,,
    POLG,,,,,,
    POLM,,,,,,
POM121,,,,,,
POM121C,,,,,,
POM121L2,,,,,,
POMT1,,,,,,
PON2,,,,,,
PPP1R3B,,,,,,
PRELID1,,,,,,
    PRKCA,,,,,,
    PRKCB,,,,,,
    PRKCG,,,,,,
PTGS1,,,,,,
PTGS2,,,,,,
PTPN23,,,,,,
    PTPRA,,,,,,
    PTPRE,,,,,,
    PTPRK,,,,,,
    PTPRM,,,,,,
    PTPRT,,,,,,
    PTPRU,,,,,,
    QPCT,,,,,,
R3HDM2,,,,,,
    RABIF,,,,,,
RAD54L2,,,,,,
RAP1GDS1,,,,,,
    RAX,,,,,,
RBMS1,,,,,,
RBMS3,,,,,,
    RBPJ,,,,,,
    RBPJL,,,,,,
    RDX,,,,,,
RFX1,,,,,,
RFX2,,,,,,
RFX3,,,,,,
RPAP1,,,,,,
RPRD1A,,,,,,
RWDD2B,,,,,,
    SCOC,,,,,,
SEC62,,,,,,
SENP6,,,,,,
SEPT10,,,,,,
SEPT11,,,,,,
SEPT14,,,,,,
SEPT3,,,,,,
SEPT8,,,,,,
SEPT9,,,,,,
    SERGEF,,,,,,
SETD5,,,,,,
SIRT7,,,,,,
SLC12A9,,,,,,
SLC16A1,,,,,,
SLC16A10,,,,,,
SLC16A12,,,,,,
SLC16A3,,,,,,
SLC16A7,,,,,,
SLC2A9,,,,,,
