gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,Entrez,Phylostrata
TSPAN6,1793.5612480315863,-0.17417580416807346,0.3465204966812289,-0.502642140468537,0.6152158958461227,0.8589965266656272,ENSG00000000003.15,7105,5
TNMD,13.455629830379644,-2.9147712822406566,1.3931922843065447,-2.0921529031374666,NA,NA,ENSG00000000005.6,64102,8
SCYL3,715.4436107829943,0.22250879909340762,0.23618699191132783,0.9420874422116547,0.3461478732535825,0.7019542142673854,ENSG00000000457.14,57147,4
C1orf112,216.05589304526396,0.29865440470613264,0.27512586707246794,1.0855191766736614,0.2776917749768876,0.6492973381526048,ENSG00000000460.17,55732,4
FGR,893.2088251783535,-2.089673024153637,0.5073290972619205,-4.11896939369672,3.805706857042861e-5,0.009119982197958567,ENSG00000000938.13,2268,2
CFH,6040.708837099952,0.701410101148337,0.46601940075016185,1.5051092293995947,0.13229599655156596,0.4880057622838726,ENSG00000000971.16,3075,9
FUCA2,2269.124872339377,0.33488565912253304,0.26078786359154743,1.2841305362547064,0.19909628513655198,0.5683581438755401,ENSG00000001036.14,2519,1
GCLC,1412.6325089033699,-0.26836767588449895,0.2825004530747487,-0.9499725503572546,0.34212620045949377,0.6991658487457983,ENSG00000001084.13,2729,2
NFYA,1223.8747950728148,0.008435891048939612,0.23738283705152466,0.03553707232468781,0.9716514855934385,0.9910565437982994,ENSG00000001167.14,4800,2
NIPAL3,1904.9818704687093,0.3489650200058495,0.24463062743210745,1.4264976698500194,0.15372473903562797,0.5155166488083338,ENSG00000001461.17,57185,4
LAS1L,1879.8542452722938,0.01540263495206839,0.18235899551181392,0.08446325835936373,0.9326881140020943,0.9788696300643044,ENSG00000001497.18,81887,2
ENPP4,1313.1488450656375,0.04814394863273453,0.3277711889493859,0.14688279585234953,0.8832245315488747,0.9625729808020461,ENSG00000001561.7,22875,6
SEMA3F,1743.7958848041565,0.45837634103331215,0.3915350518608147,1.170715977675119,0.24171296070575676,0.612689608802471,ENSG00000001617.12,6405,8
CFTR,11765.985884394582,-1.5321430761669468,0.9244350629777474,-1.657383127844241,0.09744204035867823,0.4294861897621448,ENSG00000001626.16,1080,2
ANKIB1,2551.706539760616,0.10954446762115964,0.2465024003464989,0.44439513557343546,0.6567569297563303,0.8799987070077767,ENSG00000001629.10,54467,5
CYP51A1,143.68362272768394,0.8958567414253037,0.5174504693737891,1.7312898421165919,0.08340008225563987,0.402913583000367,ENSG00000001630.17,1595,2
KRIT1,287.9155300638954,0.09841111462230073,0.19349526293056737,0.5085970226444972,0.6110347163459255,0.8569441676766577,ENSG00000001631.16,889,6
RAD52,427.4175284806147,0.09902394900126611,0.3179496512889891,0.31144537696398283,0.7554620621175399,0.9156697773008445,ENSG00000002016.18,5893,2
BAD,501.2333898250333,0.4886455297853604,0.48165858520358146,1.0145060106814576,0.3103413627849347,0.6779642147866816,ENSG00000002330.14,572,8
LAP3,4596.021294709592,-0.29108996322075814,0.31344891356542914,-0.9286679603054238,0.3530611899773192,0.7070793294230305,ENSG00000002549.12,51056,1
CD99,12858.903325355519,-0.02027049583664907,0.3085153076963998,-0.06570337137564865,0.9476139882460117,0.9835650556768712,ENSG00000002586.20,4267,8
HS3ST1,2440.6282766764034,1.1978547943324933,0.6038859514399711,1.983577845247432,0.0473029210192066,0.3126024085886085,ENSG00000002587.10,9957,8
