gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,Entrez,Phylostrata
ANGEL1,2521.6767652920767,1.0818961136616612,0.12983811625245234,8.332654114898457,7.904985520990134e-17,6.53124478996428e-16,ENSG00000013523.11,23357,2
RNF14,5393.569230251111,0.5307918026817513,0.11264909893314044,4.711904557681257,2.454123198414958e-6,6.4621952771213005e-6,ENSG00000013561.18,9604,2
DNASE1L1,1296.1590395883513,1.2327920325834578,0.11155350746126902,11.051127487062464,2.1647880752354065e-28,4.823380936278668e-27,ENSG00000013563.14,1774,11
DDX11,767.1755938268899,0.49488302299817705,0.21261654663220347,2.3275847098309552,0.01993416612773535,0.029845039848935967,ENSG00000013573.17,1663,2
HEBP1,5271.703048927995,0.4761059898515563,0.09258692215811097,5.142259605935584,2.7145366393254406e-7,8.086997201699897e-7,ENSG00000013583.10,50865,8
GPRC5A,2460.8730918135097,-0.44206527744667307,0.3036960869655102,-1.4556172977522657,0.14549844352240665,0.18422819793763984,ENSG00000013588.9,9052,9
MAMLD1,322.2778722448908,-0.12065236532809807,0.28366827589909566,-0.4253290747641292,0.6705968013669381,0.7131727669879069,ENSG00000013619.14,10046,9
CD6,109.85426603235699,-0.029847115171993684,0.2989685893996775,-0.09983361540396617,0.9204764201227686,0.9338498427671366,ENSG00000013725.14,923,10
TACC3,869.3439081854139,0.9812471044626647,0.1957243083593566,5.013414596724802,5.347250696045671e-7,1.5345398922845323e-6,ENSG00000013810.20,10460,4
UFL1,2277.064659707585,-0.22658667474692826,0.1168407146774315,-1.9392784045568223,0.052467447022402545,0.07255105039837993,ENSG00000014123.10,23376,2
POLA2,200.84677956254407,0.503962793635526,0.15802589738284156,3.1891152145436017,0.0014270898701479048,0.002567429742733166,ENSG00000014138.9,23649,2
ZC3H3,1697.37296867377,0.8418629502841806,0.1264538955294943,6.657469481340124,2.785822262868874e-11,1.2957987487502973e-10,ENSG00000014164.7,23144,2
CAPN1,17323.837912765597,0.7426250887816607,0.11672062343964676,6.362415371827183,1.9860547110687218e-10,8.436895363999053e-10,ENSG00000014216.16,823,2
MDH1,12616.719408450437,0.009217689892900949,0.15353137245036397,0.060037826444109904,0.9521255078674161,0.960040270769177,ENSG00000014641.21,4190,1
SLC30A9,10838.027492750296,0.7108188094659211,0.1168704035232266,6.082111364701966,1.1861013446819097e-9,4.630698937388127e-9,ENSG00000014824.14,10463,1
MTMR11,381.38473891897326,-2.838589566741997,0.21154090570914133,-13.418632000398649,4.703148850658045e-41,2.4554974361107244e-39,ENSG00000014914.21,10903,8
COX15,1967.2065056546867,-0.17689234165797543,0.0875720457979696,-2.019963563099456,0.043387167170357274,0.06094735043882714,ENSG00000014919.13,1355,1
