pathway,pval,padj,log2err,ES,NES,size,leadingEdge
10,0.03029083224313173,0.33319915467444905,0.08196474729218663,0.5174607917431462,1.2677364988087627,366,
11,0.45885311871227363,0.9984001599840016,0.015756396471220093,0.41501195081998965,1.0166695054085289,359,
12,0.9748345698816924,0.9984001599840016,0.002439479109361369,0.2982843405717891,0.7325597575807137,463,
13,0.7422763293901459,0.9984001599840016,0.010674371591692723,0.3610317850272755,0.819293910733957,79,
14,0.47105291635104424,0.9984001599840016,0.016433937631177786,0.4324316661975629,1.0153917997543591,124,
15,0.572288520435104,0.9984001599840016,0.01326635712974302,0.40321868123538684,0.9598108044227056,153,
16,0.8450014832393948,0.9984001599840016,0.012539948741796222,0.36344888987871904,0.683728099753546,16,
3,0.15313201387471945,0.8422260763109569,0.034336429712643037,0.48439153045786343,1.1781928990880575,256,
6,0.9984001599840016,0.9984001599840016,5.775113340762145e-4,0.2852645414107372,0.7032770676213305,979,
7,0.8128737962493664,0.9984001599840016,0.007172473287605329,0.3482229219789842,0.849991748554995,283,
9,0.7486963497793823,0.9984001599840016,0.008406654772410156,0.3701926025447565,0.9087492368005808,437,
