pathway,pval,padj,log2err,ES,NES,size,leadingEdge
10,0.010351402887496594,0.05693271588123127,0.23514199556110812,0.3458833087267279,1.2980765147589757,340,
11,0.035326086956521736,0.12952898550724637,0.1259529316386221,0.3244612179457362,1.217262434011544,338,
12,0.9743589743589743,0.9743589743589743,0.019680343616885466,0.22255985083909646,0.8540798764740546,430,
13,0.48737727910238426,0.5956833411251363,0.023253001091800538,-0.3238393686745522,-0.9813737245115296,74,
14,0.0981042654028436,0.21582938388625594,0.06946518204884715,0.3658953654070979,1.2175359288850236,118,
15,0.18055555555555555,0.3310185185185185,0.05053851165240352,0.33767720993074457,1.1353180999351715,128,
16,0.4071008094186902,0.5956833411251363,0.027066681274404036,-0.45973270057016946,-1.038653429494113,16,
3,0.47684346701164293,0.5956833411251363,0.03035650560204271,0.27139582949208446,0.9895583874685647,253,
6,9.013350547442347e-5,9.91468560218658e-4,0.5384340963099162,-0.34234403203999936,-1.3305549098899407,983,
7,0.05714745653573728,0.15715550547327753,0.07525390513804729,-0.3422171104611749,-1.2168467987044067,278,
9,0.6630248166068363,0.72932729826752,0.016789747833937656,-0.2562981908681164,-0.9437067614124939,420,
