pathway,pval,padj,log2err,ES,NES,size,leadingEdge
1,0.485357025337282,0.7280355380059229,0.034690770658950085,-0.1470941595916026,-0.9735852898171896,46,
10,0.34174420438416653,0.68348840876833306,0.027433177525934792,0.24497731560972177,1.0970971734113204,23,
11,0.025993652712709685,0.07798095813812905,0.10921584776585129,0.3335353049714133,1.6659337613508483,32,
12,0.5918762088974855,0.7891682785299806,0.018941285989011895,0.21303033289281245,0.8914022201481686,19,
2,0.00368546278249614,0.02211277669497684,0.4317076958033464,-0.19570051428798357,-1.725357939615469,122,
3,0.2379327157484154,0.571038517796197,0.03484335368345159,0.2988167448602671,1.2084799014632872,17,
4,0.02574002574002574,0.07798095813812905,0.18647262923999633,-0.19235000018202994,-1.586573074872515,94,
5,0.41330645161290325,0.7085253456221198,0.021652979967242306,0.1624334590840803,1.0360011245445941,76,
6,0.8413068844807468,0.8656104889374487,0.02746554672729081,-0.09563751049997045,-0.7517926445503256,78,
7,0.8656104889374487,0.8656104889374487,0.021184135830476805,-0.13673168835573718,-0.6972752774174084,23,
8,0.0022471910112359553,0.02211277669497684,0.3350685587170139,0.22545586488732172,1.775254439633716,240,
9,0.7116910866910867,0.854029304029304,0.015436311815051102,0.16721701403147465,0.8017443905140565,28,
