pathway,pval,padj,log2err,ES,NES,size,leadingEdge
1,0.019268451992161987,0.09634225996080993,0.10763038966489588,-0.26842520921891455,-1.5667549523621687,82,
10,0.3408244510080904,0.4806190741773564,0.024005411352951995,-0.26173946847020085,-1.0987206564663943,22,
12,0.7430860687516154,0.7430860687516154,0.012404926464497049,-0.19156270701298062,-0.7939882085375568,21,
2,8.47805018992479e-10,8.478050189924789e-9,0.8012155746177786,0.2562737173428196,2.6863208813886614,170,
4,0.1748932910145562,0.4806190741773564,0.033087230871802445,-0.21583289336596362,-1.2481501701556492,77,
5,0.4452928984400567,0.4947698871556186,0.017373125212004428,-0.17722388337037104,-1.02732753041411,78,
6,0.3844952593418851,0.4806190741773564,0.019894258500410163,-0.1912985510733078,-1.066600269533208,64,
7,0.23261824760920136,0.4806190741773564,0.030797903619470914,-0.29032804896812975,-1.2033503341169072,21,
8,0.3249819569027735,0.4806190741773564,0.02126760602983777,-0.1697413411153847,-1.1035006852808806,179,
9,0.26054653066364436,0.4806190741773564,0.028250573376528344,-0.26976569193482164,-1.1779797083537327,25,
