pathway,pval,padj,log2err,ES,NES,size,leadingEdge
2,0.003527664314890457,0.016578249336870028,0.3350685587170139,-0.4063999477633502,-1.8496568731833858,40,
4,0.01574056514318225,0.026234275238637084,0.15817799958919573,-0.4053387224739705,-1.7068613007906945,29,
5,0.047726341663252764,0.059657927079065955,0.09350927417824274,0.4172045570783562,1.5482906006632837,18,
6,0.683083511777302,0.683083511777302,0.01962421055147061,-0.2153521383074934,-0.8247091667610829,21,
8,0.006631299734748011,0.016578249336870028,0.26521689377999697,0.34643935511971574,1.7597035057104533,55,
