pathway,pval,padj,log2err,ES,NES,size,leadingEdge
1,0.14841070203521609,0.3265035444774754,0.05478490270870049,-0.17060108393663706,-1.288674136806509,67,
10,0.6297731045932484,0.6297731045932484,0.020040454084732286,0.15355201118982154,0.8624247309298639,34,
11,0.00646551724137931,0.03556034482758621,0.26521689377999697,-0.3633312625278553,-1.9288321857117605,26,
12,0.13888370356542842,0.3265035444774754,0.05090474801220434,0.2678435643027147,1.34615185404147,25,
2,3.8981389808178095e-7,4.28795287889959e-6,0.674962860011025,0.31655352110712676,2.776329024132919,155,
4,0.3195729537366548,0.501684717208183,0.0365737032588796,-0.13362383993250262,-1.0939618760069711,87,
5,0.6289198606271778,0.6297731045932484,0.019196611046645884,0.1185785526444374,0.8711613014230749,76,
6,0.2820041369800046,0.501684717208183,0.038585906441477774,-0.15220112544804337,-1.1363769178625314,65,
7,0.017456896551724138,0.06400862068965517,0.16014698350927883,-0.33342533117288947,-1.7700692911019904,26,
8,0.3830935251798561,0.501684717208183,0.03447168100256922,-0.10467216263710755,-1.0451043711609393,192,
9,0.4104693140794224,0.501684717208183,0.02659632640631492,0.1642980972161565,1.0323268836327855,47,
