pathway,pval,padj,log2err,ES,NES,size,leadingEdge
1,0.7594846098783107,0.9282589676290465,0.013573926646852374,-0.11079622023965113,-0.7833564593677919,78,
10,0.34987661091307926,0.5498061028634103,0.03773168112305513,0.19614583634533536,1.0724236766737045,24,
11,0.9790783898305084,0.9978237214363439,0.018839806019265073,0.10981209993217905,0.5436239769414933,19,
12,0.9978237214363439,0.9978237214363439,0.018957600308321016,0.08750000000000002,0.4698268888864996,23,
2,2.1948659171932117e-15,2.414352508912533e-14,1.0073179568744748,0.4110019981176866,3.982087238333997,135,
4,2.4193908015394264e-4,0.0013306649408466845,0.5188480777437918,-0.2906089116541188,-2.1673822100272,95,
5,0.07748496132913206,0.21308364365511318,0.060354733338943714,-0.2043932783711142,-1.4401614945012924,77,
6,0.3398702235039654,0.5498061028634103,0.02598305991670699,-0.15889102997100943,-1.091889381961882,71,
7,0.577018249304052,0.7934000927930714,0.01870311430803581,-0.17673498369200494,-0.9068330514735677,29,
8,0.002235077570339206,0.008195284424577088,0.35481951210374685,-0.21202226327805684,-1.8899681608633663,215,
9,0.16894276507595518,0.37167408316710143,0.0410264221970887,-0.23534045555869704,-1.2857544356384274,35,
