pathway,pval,padj,log2err,ES,NES,size,leadingEdge
1,0.012502201091741504,0.03750660327522451,0.171214318379654,-0.2024393074287703,-1.8588798721182938,76,
10,6.9512742239988e-4,0.004267329433287134,0.47727081536286214,0.3769342906466481,2.2831430503953043,26,
11,0.5263545890158496,0.7018061186877995,0.02282042420288077,-0.20229649759126883,-0.9322248150032688,16,
12,0.7197672304055283,0.8107851342486824,0.017827051349042042,-0.14815197201021194,-0.7928607374174867,22,
2,0.7432197063946255,0.8107851342486824,0.022108806581103826,0.058165512517828144,0.7977027435533951,167,
3,0.8651416122004357,0.8651416122004357,0.017778689123573194,0.13743315354928431,0.6858224935105247,17,
4,7.112215722145222e-4,0.004267329433287134,0.47727081536286214,-0.23061906926673703,-2.3731218913409196,101,
5,0.4215462031107045,0.6795257476552823,0.03035650560204271,0.11649033020186195,1.0121781024822334,56,
6,0.4530171651035215,0.6795257476552823,0.024598111373244077,-0.12355760307875119,-0.9902843699206965,55,
7,0.32386363636363635,0.6795257476552823,0.03459450759735963,0.22857146388488758,1.1027286471959095,16,
8,0.34502826737612236,0.6795257476552823,0.028199018407186534,-0.08502189000113004,-1.0831702851998415,189,
9,0.0058545372663814455,0.023418149065525782,0.2853133921438723,0.29600317094565104,2.0127929876528543,33,
