pathway,pval,padj,log2err,ES,NES,size,leadingEdge
1,0.21469298245614035,0.36804511278195484,0.04380610676728307,-0.15808728303063171,-1.1978508415817632,85,
10,9.28820532273034e-6,1.1145846387276408e-4,0.5933254763964051,0.4502504282127637,2.583775967606021,39,
11,0.0050525620724111145,0.020210248289644458,0.40701791892395395,0.39081698430626094,1.9841976927318172,27,
12,0.03285024154589372,0.09855072463768116,0.10986947213170659,0.34582323294740974,1.6560070348738758,23,
2,0.845627923713566,0.9304023845007452,0.015322045780365168,0.09549957416404342,0.7424575165880042,115,
3,0.8528688524590164,0.9304023845007452,0.01708865839876162,-0.1522822821644451,-0.6918043324933554,19,
4,6.929316178094597e-4,0.004157589706856758,0.47727081536286214,-0.2799011297586495,-2.0691647741084833,78,
5,0.5691352739726028,0.7588470319634704,0.023974664378915985,-0.1464142462450098,-0.9107864202032959,45,
6,0.06583552055993001,0.13167104111986003,0.08196474729218663,-0.19633862491037737,-1.4480268564545948,77,
7,0.9956449605972626,0.9956449605972626,0.015014888632486791,-0.0916941386219875,-0.46193997002514825,25,
8,0.5023328149300156,0.7534992223950234,0.022538453198304498,0.10963755168469186,0.9697782635771774,221,
9,0.05338078291814947,0.12811387900355872,0.08430747248322687,0.25349839840017113,1.533707285900328,46,
