pathway,pval,padj,log2err,ES,NES,size,leadingEdge
1,0.2864003492687186,0.38186713235829145,0.0371333747861846,0.1602570419889109,1.1384330260816373,37,
10,0.0038147138964577656,0.034368803701255786,0.31827967504043686,-0.2694531111697331,-2.092560573192756,49,
11,0.011552346570397111,0.046209386281588445,0.1804678930799227,-0.22877684722440736,-1.9002041117117587,57,
12,0.08869412795793163,0.19617437722419928,0.06252454095011548,-0.1498346820502644,-1.4448036629400143,82,
13,0.919206992112556,0.919206992112556,0.016571714857001655,0.13477022589908116,0.6267555613381585,15,
14,0.6352336048006858,0.6929821143280208,0.022230794737305815,0.1639443428076286,0.8582436500376314,19,
2,0.40115718418514945,0.48138862102217933,0.03229662732836582,0.08814118755805078,1.0306303749001668,118,
4,0.09808718861209964,0.19617437722419928,0.06720778371599298,0.1731958735565733,1.415069542431136,50,
5,0.005728133950209297,0.034368803701255786,0.2853133921438723,0.25360935738819923,1.998712884765495,46,
6,0.13317100580633076,0.19975650870949613,0.052166230878795496,-0.2457211354394702,-1.3467492358009379,22,
8,0.058394160583941604,0.17518248175182483,0.08909613544959082,0.16899569432421535,1.5358062434227553,64,
9,0.12733878292461398,0.19975650870949613,0.05256552988825168,-0.17892876520959908,-1.368771795916407,47,
