pathway,pval,padj,log2err,ES,NES,size,leadingEdge
1,0.21469298245614035,0.36804511278195484,0.04380610676728307,-0.15808728303062156,-1.1978508415817473,85,
10,9.28820532273034e-6,1.1145846387276408e-4,0.5933254763964051,0.45025042821277866,2.583775967605914,39,
11,0.0050525620724111145,0.020210248289644458,0.40701791892395395,0.3908169843062747,1.9841976927317573,27,
12,0.03285024154589372,0.09855072463768116,0.10986947213170659,0.3458232329474216,1.656007034873831,23,
2,0.845627923713566,0.9304023845007452,0.015322045780365168,0.0954995741640583,0.7424575165880397,115,
3,0.8528688524590164,0.9304023845007452,0.01708865839876162,-0.152282282164438,-0.6918043324933437,19,
4,6.929316178094597e-4,0.004157589706856758,0.47727081536286214,-0.2799011297586465,-2.0691647741085704,78,
5,0.5691352739726028,0.7588470319634704,0.023974664378915985,-0.14641424624500235,-0.9107864202032875,45,
6,0.06583552055993001,0.13167104111986003,0.08196474729218663,-0.1963386249103683,-1.4480268564545975,77,
7,0.9956449605972626,0.9956449605972626,0.015014888632486791,-0.09169413862197962,-0.46193997002512444,25,
8,0.5023328149300156,0.7534992223950234,0.022538453198304498,0.10963755168470629,0.9697782635771884,221,
9,0.05338078291814947,0.12811387900355872,0.08430747248322687,0.2534983984001841,1.5337072859002843,46,
